id,password,last_login,is_superuser,email,first_name,last_name,date_birth,date_added,is_active,is_staff
237,,,0,valentino48@gmail.com,Jeremias,Rodriguez,2019-09-27,2023-09-26 13:31:54.968749,1,0
238,,,0,fariasjuan-francisco@lopez.net.ar,Catalina,Ayala,2008-05-13,2023-09-26 13:31:55.041840,1,0
239,,,0,jgarcia@yahoo.com,Francisco,Gonzalez,1997-11-13,2023-09-26 13:31:55.110063,1,0
240,,,0,lola86@yahoo.com,Thiago Agustin,Herrera,1952-03-26,2023-09-26 13:31:55.146920,1,0
241,,,0,benitezmaria-victoria@castro-cardozo.net,Santiago,Caceres,1980-10-03,2023-09-26 13:31:55.174831,1,0
242,,,0,pedro58@hotmail.com,Luz Milagros,Medina,2020-12-28,2023-09-26 13:31:55.233057,1,0
243,,,0,herreraagustina@hotmail.com,Kiara,Gomez,1996-05-02,2023-09-26 13:31:55.267114,1,0
244,,,0,valentinopaez@perez.org,Juan Cruz,Gimenez,2016-09-10,2023-09-26 13:31:55.339693,1,0
245,,,0,santino80@hotmail.com,Valentina ,Martinez,2003-04-26,2023-09-26 13:31:55.374708,1,0
246,,,0,bautista72@lopez-romero.com.ar,Santiago,Mansilla,1997-08-14,2023-09-26 13:31:55.427882,1,0
247,,,0,gsoto@yahoo.com,Lautaro Ezequiel,Benitez,2014-06-20,2023-09-26 13:31:55.462286,1,0
248,,,0,ciroflores@yahoo.com,Antonella,Vazquez,1982-12-01,2023-09-26 13:31:55.496958,1,0
249,,,0,vicente66@hotmail.com,Santino,Navarro,1989-12-14,2023-09-26 13:31:55.573921,1,0
250,,,0,qgonzalez@hotmail.com,Catalina,Gonzalez,1984-05-01,2023-09-26 13:31:55.609516,1,0
251,pbkdf2_sha256$600000$gVZtouMqvpIrwdsup48vPe$YYN2mZj7BV4Pa4V2mmWooT+U9AG8FL8F0pBcJI0Tn/4=,2023-09-26 13:32:51.369448,1,admin@admin.com,admin,admin,,2023-09-26 13:32:40.092834,1,1
252,pbkdf2_sha256$600000$9fB2J7l8JSxUk8VgSDisNh$9BUOVCk8Sc3+Ih1I10LneoirISiBZX73zTHv2joVnKw=,2023-10-14 19:58:17.227547,1,Juntos@juntos.com,Juntos,Monicat,,2023-10-14 19:56:59.568299,1,1
253,ricardo,2023-11-03 13:27:39,1,ricardo@juntos.com,ricardo,monicat,,2023-10-28 11:38:21.046671,1,1
